|trial_drug_cleaned|disease_type|drug_outcome|nct_id|pcd|enrollment|actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|gender_f|gender_m|minimum_age_num|maximum_age_num|number_of_facilities|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|days_since_first_start|cumsum_enrollment|cumavg_enrollment|cumsum_trial_duration|cumavg_trial_duration|cumulative_number_of_primary_outcomes_to_measure|cumulative_number_of_secondary_outcomes_to_measure|cumulative_number_of_arms|cumulative_adult|cumulative_child|cumulative_single_facility|cumulative_us_facility|cumulative_healthy_volunteers|cumulative_gender_f|cumulative_gender_m|cumulative_min_age|cumulative_max_age|cumulative_number_of_facilities|cumulative_Spacy_Pregnant_Women_Excluded|cumulative_LLama3_2_Criteria_Robustness|cumulative_LLM_GPT_4o_Human_Importance_Ratings|pair_trial_seq|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health
5053|tacrolimus|Transplantation/GVHD|1|NCT01655563|2016-02-29|75.0|53.0|2.0|1.0|2.0|1|1|1|0|0|1|1|1.0|18.0|1.0|0.0|1.0|1.0|5584|2921.0|67.93023255813954|1684.0|43.17948717948718|83.0|392.0|79.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|46.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5055|tacrolimus|Transplantation/GVHD|1|NCT01655563|2016-02-29|75.0|53.0|2.0|1.0|2.0|1|1|1|0|0|1|1|1.0|18.0|1.0|0.0|0.0|0.0|5584|2996.0|68.0909090909091|1737.0|43.425|85.0|393.0|81.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|46.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5029|tacrolimus|Transplantation/GVHD|1|NCT01856257|2016-04-30|71.0|33.0|1.0|30.0|3.0|1|0|0|1|0|1|1|18.0|65.0|3.0|0.0|0.0|0.0|5645|3067.0|68.15555555555555|1770.0|43.170731707317074|86.0|423.0|84.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|48.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5128|tacrolimus|Transplantation/GVHD|1|NCT01754389|2016-05-31|138.0|40.0|1.0|4.0|3.0|1|0|0|1|0|1|1|18.0|75.0|4.0|0.0|0.0|0.0|5676|3205.0|69.67391304347827|1810.0|43.095238095238095|87.0|427.0|87.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|49.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5213|tacrolimus|Transplantation/GVHD|1|NCT01927120|2016-08-25|20.0||1.0|9.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|1.0|5762|3225.0|68.61702127659575|1810.0|43.095238095238095|88.0|436.0|88.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|50.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5205|tacrolimus|Transplantation/GVHD|1|NCT01790594|2016-08-31|46.0|42.0|1.0|30.0|2.0|1|0|0|1|0|1|1|18.0|55.0|5.0|0.0|2.0|1.0|5768|3271.0|68.14583333333333|1852.0|43.06976744186046|89.0|466.0|90.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|51.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5144|tacrolimus|Transplantation/GVHD|1|NCT01790568|2017-01-01|26.0|24.0|1.0|2.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|1.0|2.0|1.0|5891|3297.0|67.28571428571429|1876.0|42.63636363636363|90.0|468.0|91.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|52.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5200|tacrolimus|Transplantation/GVHD|1|NCT02080195|2017-03-28|1.0||1.0|5.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|5977|3298.0|65.96|1876.0|42.63636363636363|91.0|473.0|92.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|53.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5017|tacrolimus|Transplantation/GVHD|1|NCT02877082|2017-07-31|5.0||2.0|3.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|6102|3303.0|64.76470588235294|1876.0|42.63636363636363|93.0|476.0|93.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|54.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5020|tacrolimus|Transplantation/GVHD|1|NCT01010217|2017-10-05|176.0||1.0|5.0|3.0|1|1|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|6168|3479.0|66.90384615384616|1876.0|42.63636363636363|94.0|481.0|96.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|55.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5047|tacrolimus|Transplantation/GVHD|1|NCT02970630|2018-02-22|28.0||4.0|18.0|1.0|1|0|0|0|0|1|1|60.0|99.0|6.0|0.0|0.0|0.0|6308|3507.0|66.16981132075472|1876.0|42.63636363636363|98.0|499.0|97.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|56.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5194|tacrolimus|Transplantation/GVHD|1|NCT01629511|2018-04-25|15.0||2.0|1.0|1.0|1|0|1|1|1|1|1|18.0|70.0|1.0|0.0|0.0|0.0|6370|3522.0|65.22222222222223|1876.0|42.63636363636363|100.0|500.0|98.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|57.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5223|tacrolimus|Transplantation/GVHD|1|NCT02120157|2018-06-15|35.0||1.0|11.0|1.0|1|1|0|1|0|1|1|6.0|25.0|9.0|1.0|1.0|1.0|6421|3557.0|64.67272727272727|1876.0|42.63636363636363|101.0|511.0|99.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|58.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5225|tacrolimus|Transplantation/GVHD|1|NCT02120157|2018-06-15|35.0||1.0|11.0|1.0|1|1|0|1|0|1|1|6.0|25.0|9.0|0.0|0.0|0.0|6421|3592.0|64.14285714285714|1876.0|42.63636363636363|102.0|522.0|100.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|58.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5206|tacrolimus|Transplantation/GVHD|1|NCT02206035|2018-09-30|45.0||1.0|5.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|6528|3637.0|63.80701754385965|1876.0|42.63636363636363|103.0|527.0|101.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|60.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5201|tacrolimus|Transplantation/GVHD|1|NCT02145403|2018-11-26|53.0||2.0|6.0|1.0|1|0|1|1|0|1|1|18.0|70.0|1.0|1.0|2.0|1.0|6585|3690.0|63.62068965517241|1876.0|42.63636363636363|105.0|533.0|102.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|61.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5140|tacrolimus|Transplantation/GVHD|1|NCT02588339|2018-12-07|42.0||1.0|6.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|1.0|6596|3732.0|63.25423728813559|1876.0|42.63636363636363|106.0|539.0|103.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|62.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5141|tacrolimus|Transplantation/GVHD|1|NCT02588339|2018-12-07|42.0||1.0|6.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|6596|3774.0|62.9|1876.0|42.63636363636363|107.0|545.0|104.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|62.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5014|tacrolimus|Transplantation/GVHD|1|NCT00857389|2019-03-09|60.0||1.0|6.0|1.0|1|1|1|1|0|1|1|18.0|60.0|1.0|0.0|0.0|0.0|6688|3834.0|62.85245901639344|1876.0|42.63636363636363|108.0|551.0|105.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|64.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5016|tacrolimus|Transplantation/GVHD|1|NCT00577278|2019-05-30|41.0||1.0|2.0|1.0|1|0|1|1|0|1|1|18.0|69.0|1.0|0.0|0.0|0.0|6770|3875.0|62.5|1876.0|42.63636363636363|109.0|553.0|106.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|65.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5007|tacrolimus|Transplantation/GVHD|1|NCT00914940|2019-12-01|41.0||2.0|3.0|1.0|1|1|0|1|0|1|1|14.0|55.0|2.0|0.0|0.0|0.0|6955|3916.0|62.15873015873016|1876.0|42.63636363636363|111.0|556.0|107.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|66.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5021|tacrolimus|Transplantation/GVHD|1|NCT02663622|2020-06-08|44.0||4.0|9.0|4.0|1|0|0|1|0|1|1|18.0|99.0|4.0|0.0|0.0|0.0|7145|3960.0|61.875|1876.0|42.63636363636363|115.0|565.0|111.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|67.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5018|tacrolimus|Transplantation/GVHD|1|NCT03128359|2020-08-01|38.0||1.0|2.0|3.0|1|1|1|1|0|1|1|5.0|75.0|1.0|0.0|0.0|0.0|7199|3998.0|61.50769230769231|1876.0|42.63636363636363|116.0|567.0|114.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|68.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5195|tacrolimus|Transplantation/GVHD|1|NCT04127721|2020-09-22|0.0||1.0|9.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|7251|3998.0|60.57575757575758|1876.0|42.63636363636363|117.0|576.0|115.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|69.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5062|tacrolimus|Transplantation/GVHD|1|NCT01614665|2021-04-21|44.0||3.0|11.0|2.0|0|1|0|0|0|1|1|18.0|15.0|10.0|0.0|1.0|1.0|7462|4042.0|60.32835820895522|1876.0|42.63636363636363|120.0|587.0|117.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|70.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5078|tacrolimus|Transplantation/GVHD|1|NCT01614665|2021-04-21|44.0||3.0|11.0|2.0|0|1|0|0|0|1|1|18.0|15.0|10.0|0.0|0.0|0.0|7462|4086.0|60.088235294117645|1876.0|42.63636363636363|123.0|598.0|119.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|70.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5011|tacrolimus|Transplantation/GVHD|1|NCT00423514|2021-06-18|38.0||2.0|1.0|1.0|1|1|1|1|0|1|1|0.0|54.0|1.0|0.0|0.0|0.0|7520|4124.0|59.768115942028984|1876.0|42.63636363636363|125.0|599.0|120.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|72.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5019|tacrolimus|Transplantation/GVHD|1|NCT01028716|2021-10-07|46.0||4.0|8.0|1.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|7631|4170.0|59.57142857142857|1876.0|42.63636363636363|129.0|607.0|121.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|73.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5138|tacrolimus|Transplantation/GVHD|1|NCT02248597|2022-01-18|27.0||1.0|4.0|1.0|1|0|1|1|0|1|1|18.0|69.0|1.0|0.0|2.0|1.0|7734|4197.0|59.11267605633803|1876.0|42.63636363636363|130.0|611.0|122.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|74.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5146|tacrolimus|Transplantation/GVHD|1|NCT02891603|2022-01-28|40.0||1.0|1.0|3.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|2.0|2.0|7744|4237.0|58.84722222222222|1876.0|42.63636363636363|131.0|612.0|125.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|75.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5148|tacrolimus|Transplantation/GVHD|1|NCT02891603|2022-01-28|40.0||1.0|1.0|3.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|7744|4277.0|58.58904109589041|1876.0|42.63636363636363|132.0|613.0|128.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|75.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5203|tacrolimus|Transplantation/GVHD|1|NCT03388008|2022-08-31|27.0||1.0|0.0|2.0|1|0|0|1|0|1|1|18.0|70.0|2.0|1.0|2.0|1.0|7959|4304.0|58.16216216216216|1876.0|42.63636363636363|133.0|613.0|130.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|77.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5204|tacrolimus|Transplantation/GVHD|1|NCT03388008|2022-08-31|27.0||1.0|0.0|2.0|1|0|0|1|0|1|1|18.0|70.0|2.0|0.0|0.0|0.0|7959|4331.0|57.74666666666667|1876.0|42.63636363636363|134.0|613.0|132.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|77.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5025|tacrolimus|Transplantation/GVHD|1|NCT04903054|2022-09-22|0.0||1.0|24.0|2.0|1|0|1|1|0|1|1|18.0|70.0|1.0|0.0|0.0|0.0|7981|4331.0|56.98684210526316|1876.0|42.63636363636363|135.0|637.0|134.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|79.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5229|tacrolimus|Transplantation/GVHD|1|NCT01701986|2024-06-05|64.0||8.0|0.0|1.0|1|1|1|1|1|1|1|12.0|65.0|1.0|0.0|0.0|0.0|8603|4395.0|57.077922077922075|1876.0|42.63636363636363|143.0|637.0|135.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|120.0|48.0|1.0|2.0|2.0|80.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
17338|tacrolimus|Type 1 Diabetes|0|NCT00014911|2005-06-30|36.0|50.0|1.0|3.0|1.0|1|0|0|1|0|1|1|18.0|65.0|9.0|1.0|2.0|2.0|1749|36.0|36.0|50.0|50.0|1.0|3.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|1.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17336|tacrolimus|Type 1 Diabetes|0|NCT00790439|2009-10-31|0.0|15.0|1.0|5.0|2.0|1|0|0|0|0|1|1|18.0|65.0|1.0|1.0|2.0|1.0|3333|36.0|18.0|65.0|32.5|2.0|8.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|2.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17326|tacrolimus|Type 1 Diabetes|0|NCT00434850|2011-09-30|14.0|59.0|1.0|30.0|1.0|1|0|0|1|0|1|1|18.0|65.0|3.0|1.0|2.0|1.0|4032|50.0|16.666666666666668|124.0|41.333333333333336|3.0|38.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|3.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17331|tacrolimus|Type 1 Diabetes|0|NCT00464555|2011-11-30|5.0|59.0|1.0|2.0|1.0|1|0|0|1|0|1|1|18.0|65.0|2.0|1.0|2.0|2.0|4093|55.0|13.75|183.0|45.75|4.0|40.0|5.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|4.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17332|tacrolimus|Type 1 Diabetes|0|NCT00468403|2012-04-30|10.0|42.0|1.0|29.0|1.0|1|0|0|1|0|1|1|18.0|65.0|2.0|1.0|2.0|2.0|4245|65.0|13.0|225.0|45.0|5.0|69.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|5.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17330|tacrolimus|Type 1 Diabetes|0|NCT00533442|2016-05-31|170.0|190.0|1.0|2.0|2.0|1|0|1|1|0|1|1|18.0|65.0|1.0|0.0|2.0|1.0|5737|235.0|39.166666666666664|415.0|69.16666666666667|6.0|71.0|8.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|6.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17329|tacrolimus|Type 1 Diabetes|0|NCT02821026|2019-11-13|4.0||2.0|60.0|1.0|1|0|1|0|0|1|1|18.0|65.0|1.0|0.0|2.0|2.0|6998|239.0|34.142857142857146|415.0|69.16666666666667|8.0|131.0|9.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|7.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
23276|tacrolimus|Type 2 Diabetes|0|NCT00014911|2005-06-30|36.0|50.0|1.0|3.0|1.0|1|0|0|1|0|1|1|18.0|65.0|9.0|1.0|2.0|2.0|1537|36.0|36.0|50.0|50.0|1.0|3.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|9.0|1.0|2.0|2.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
4628|tacrolimus|Unspecified Cancer|0|NCT00006350|2001-11-30|||1.0|0.0|1.0|1|0|1|1|0|1|1|18.0|120.0|1.0|0.0|0.0|0.0|2313|||||1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|1.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4636|tacrolimus|Unspecified Cancer|0|NCT00003572|2002-04-30|20.0|44.0|1.0|0.0|1.0|1|0|1|1|0|1|1|18.0|70.0|1.0|0.0|0.0|0.0|2464|20.0|20.0|44.0|44.0|2.0|0.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|1.0|0.0|0.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4711|tacrolimus|Unspecified Cancer|0|NCT00002831|2002-12-31|24.0||1.0|0.0|1.0|1|1|1|1|0|1|1|15.0|55.0|1.0|0.0|0.0|0.0|2709|44.0|22.0|44.0|44.0|3.0|0.0|3.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|1.0|0.0|0.0|0.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4655|tacrolimus|Unspecified Cancer|0|NCT00041288|2003-01-31|10.0|15.0|1.0|0.0|1.0|1|0|0|1|0|1|1|18.0|75.0|23.0|0.0|0.0|0.0|2740|54.0|18.0|59.0|29.5|4.0|0.0|4.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4714|tacrolimus|Unspecified Cancer|0|NCT00002792|2003-04-30|20.0|83.0|1.0|0.0|1.0|1|1|1|1|0|1|1|18.0|65.0|1.0|0.0|0.0|0.0|2829|74.0|18.5|142.0|47.333333333333336|5.0|0.0|5.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4617|tacrolimus|Unspecified Cancer|0|NCT00002809|2003-12-31|10.0|89.0|1.0|0.0|1.0|1|1|1|1|0|1|1|17.0|60.0|1.0|0.0|0.0|0.0|3074|84.0|16.8|231.0|57.75|6.0|0.0|6.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|6.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4611|tacrolimus|Unspecified Cancer|0|NCT00089037|2005-04-30||22.0|1.0|0.0|1.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3560|84.0|16.8|253.0|50.6|7.0|0.0|7.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|7.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4975|tacrolimus|Unspecified Cancer|0|NCT01056614|2005-08-31|23.0|11.0|1.0|10.0|1.0|1|1|1|1|0|1|1|18.0|60.0|1.0|0.0|0.0|0.0|3683|107.0|17.833333333333332|264.0|44.0|8.0|10.0|8.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|8.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4633|tacrolimus|Unspecified Cancer|0|NCT00096096|2006-05-31||21.0|1.0|2.0|1.0|1|1|1|1|0|1|1|18.0|65.0|1.0|0.0|0.0|0.0|3956|107.0|17.833333333333332|285.0|40.714285714285715|9.0|12.0|9.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|9.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4547|tacrolimus|Unspecified Cancer|0|NCT00109993|2006-06-30|34.0|17.0|1.0|1.0|1.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|3986|141.0|20.142857142857142|302.0|37.75|10.0|13.0|10.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|11.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4638|tacrolimus|Unspecified Cancer|0|NCT00144677|2006-06-30|30.0|31.0|1.0|3.0|1.0|1|0|1|1|0|1|1|18.0|55.0|1.0|0.0|0.0|0.0|3986|171.0|21.375|333.0|37.0|11.0|16.0|11.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|11.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4995|tacrolimus|Unspecified Cancer|0|NCT00027573|2006-06-30|36.0|56.0|5.0|0.0|1.0|1|1|0|1|0|1|1|18.0|60.0|6.0|0.0|0.0|0.0|3986|207.0|23.0|389.0|38.9|16.0|16.0|12.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|0.0|0.0|0.0|11.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
4998|tacrolimus|Unspecified Cancer|0|NCT00025519|2006-10-31|0.0|64.0|1.0|0.0|1.0|1|0|0|0|0|1|1|18.0|65.0|1.0|1.0|2.0|1.0|4109|207.0|20.7|453.0|41.18181818181818|17.0|16.0|13.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|120.0|23.0|1.0|2.0|1.0|13.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
